REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Florida,2018,38,X,X,X,X,X,X,X,X,X,X,X
States,New York,2018,38,X,0.358657,X,X,X,X,X,X,11,14,3067
States,Texas,2018,38,X,1.88542,X,X,X,X,X,X,465,93,24663
States,New York City,2018,38,X,1.60103,X,X,X,X,X,X,1640,65,102434
States,California,2018,39,X,1.30344,X,X,X,X,X,X,546,79,41889
States,District of Columbia,2018,39,X,2.09455,X,X,X,X,X,X,280,4,13368
States,Florida,2018,39,X,X,X,X,X,X,X,X,X,X,X
States,New York,2018,39,X,0.228311,X,X,X,X,X,X,26,35,11388
States,Texas,2018,39,X,2.1767,X,X,X,X,X,X,561,96,25773
States,New York City,2018,39,X,1.7731,X,X,X,X,X,X,1772,65,99938
States,California,2018,40,X,1.48079,X,X,X,X,X,X,698,105,47137
States,District of Columbia,2018,40,X,2.17196,X,X,X,X,X,X,314,5,14457
States,Florida,2018,40,X,X,X,X,X,X,X,X,X,X,X
States,New York,2018,40,X,0.964829,X,X,X,X,X,X,623,132,64571
States,Texas,2018,40,X,2.57487,X,X,X,X,X,X,730,109,28351
States,New York City,2018,40,X,1.92353,X,X,X,X,X,X,2037,77,105899
States,California,2018,41,X,1.27218,X,X,X,X,X,X,598,105,47006
States,District of Columbia,2018,41,X,2.25308,X,X,X,X,X,X,305,5,13537
States,Florida,2018,41,X,X,X,X,X,X,X,X,X,X,X
States,New York,2018,41,X,0.981513,X,X,X,X,X,X,661,134,67345
States,Texas,2018,41,X,2.12283,X,X,X,X,X,X,589,108,27746
States,New York City,2018,41,X,1.93051,X,X,X,X,X,X,2048,76,106086
States,California,2018,42,X,1.42798,X,X,X,X,X,X,691,103,48390
States,District of Columbia,2018,42,X,2.02167,X,X,X,X,X,X,293,6,14493
States,Florida,2018,42,X,X,X,X,X,X,X,X,X,X,X
States,New York,2018,42,X,1.1082,X,X,X,X,X,X,706,134,63707
States,Texas,2018,42,X,2.20848,X,X,X,X,X,X,607,108,27485
States,New York City,2018,42,X,2.17778,X,X,X,X,X,X,2206,74,101296
States,California,2018,43,X,1.58346,X,X,X,X,X,X,753,102,47554
States,District of Columbia,2018,43,X,1.8309,X,X,X,X,X,X,280,6,15293
States,Florida,2018,43,X,X,X,X,X,X,X,X,X,X,X
States,New York,2018,43,X,1.13599,X,X,X,X,X,X,700,134,61620
States,Texas,2018,43,X,2.63998,X,X,X,X,X,X,761,107,28826
States,New York City,2018,43,X,2.43232,X,X,X,X,X,X,2399,77,98630
States,California,2018,44,X,1.76401,X,X,X,X,X,X,875,113,49603
States,District of Columbia,2018,44,X,2.25685,X,X,X,X,X,X,336,6,14888
States,Florida,2018,44,X,X,X,X,X,X,X,X,X,X,X
States,New York,2018,44,X,1.26905,X,X,X,X,X,X,786,135,61936
States,Texas,2018,44,X,2.8987,X,X,X,X,X,X,831,109,28668
States,New York City,2018,44,X,2.16187,X,X,X,X,X,X,2162,73,100006
States,California,2018,45,X,1.86635,X,X,X,X,X,X,944,118,50580
States,District of Columbia,2018,45,X,1.94363,X,X,X,X,X,X,291,6,14972
States,Florida,2018,45,X,X,X,X,X,X,X,X,X,X,X
States,New York,2018,45,X,1.09622,X,X,X,X,X,X,710,135,64768
States,Texas,2018,45,X,3.16233,X,X,X,X,X,X,945,111,29883
States,New York City,2018,45,X,2.28306,X,X,X,X,X,X,2260,78,98990
States,California,2018,46,X,2.07476,X,X,X,X,X,X,943,115,45451
States,District of Columbia,2018,46,X,2.54998,X,X,X,X,X,X,338,6,13255
States,Florida,2018,46,X,X,X,X,X,X,X,X,X,X,X
States,New York,2018,46,X,1.13998,X,X,X,X,X,X,659,136,57808
States,Texas,2018,46,X,3.38883,X,X,X,X,X,X,973,111,28712
States,New York City,2018,46,X,2.44287,X,X,X,X,X,X,2324,79,95134
States,California,2018,47,X,2.07785,X,X,X,X,X,X,719,115,34603
States,District of Columbia,2018,47,X,2.15529,X,X,X,X,X,X,239,6,11089
States,Florida,2018,47,X,X,X,X,X,X,X,X,X,X,X
States,New York,2018,47,X,1.34015,X,X,X,X,X,X,742,136,55367
States,Texas,2018,47,X,3.67031,X,X,X,X,X,X,806,111,21960
States,New York City,2018,47,X,2.74578,X,X,X,X,X,X,2448,77,89155
States,California,2018,48,X,2.35193,X,X,X,X,X,X,1177,114,50044
States,District of Columbia,2018,48,X,2.2897,X,X,X,X,X,X,368,6,16072
States,Florida,2018,48,X,X,X,X,X,X,X,X,X,X,X
States,New York,2018,48,X,1.31799,X,X,X,X,X,X,828,136,62823
States,Texas,2018,48,X,3.58931,X,X,X,X,X,X,1104,110,30758
States,New York City,2018,48,X,2.51122,X,X,X,X,X,X,2579,78,102699
States,California,2018,49,X,2.55125,X,X,X,X,X,X,1206,113,47271
States,District of Columbia,2018,49,X,3.57839,X,X,X,X,X,X,349,6,9753
States,Florida,2018,49,X,X,X,X,X,X,X,X,X,X,X
States,New York,2018,49,X,1.46959,X,X,X,X,X,X,892,134,60697
States,Texas,2018,49,X,3.57419,X,X,X,X,X,X,1017,110,28454
States,New York City,2018,49,X,2.79124,X,X,X,X,X,X,2827,76,101281
States,California,2018,50,X,2.90103,X,X,X,X,X,X,1356,115,46742
States,District of Columbia,2018,50,X,2.84912,X,X,X,X,X,X,426,5,14952
States,Florida,2018,50,X,X,X,X,X,X,X,X,X,X,X
States,New York,2018,50,X,1.95702,X,X,X,X,X,X,1172,133,59887
States,Texas,2018,50,X,4.13873,X,X,X,X,X,X,1148,110,27738
States,New York City,2018,50,X,3.14364,X,X,X,X,X,X,3193,73,101570
States,California,2018,51,X,3.15841,X,X,X,X,X,X,1288,107,40780
States,District of Columbia,2018,51,X,2.88832,X,X,X,X,X,X,442,6,15303
States,Florida,2018,51,X,X,X,X,X,X,X,X,X,X,X
States,New York,2018,51,X,2.42423,X,X,X,X,X,X,1427,133,58864
States,Texas,2018,51,X,4.95303,X,X,X,X,X,X,1255,102,25338
States,New York City,2018,51,X,3.66378,X,X,X,X,X,X,3623,72,98887
States,California,2018,52,X,3.35655,X,X,X,X,X,X,935,105,27856
States,District of Columbia,2018,52,X,2.884,X,X,X,X,X,X,270,6,9362
States,Florida,2018,52,X,X,X,X,X,X,X,X,X,X,X
States,New York,2018,52,X,3.02311,X,X,X,X,X,X,1757,134,58119
States,Texas,2018,52,X,6.40128,X,X,X,X,X,X,1317,102,20574
States,New York City,2018,52,X,4.38255,X,X,X,X,X,X,4138,66,94420
States,California,2019,1,X,3.3413,X,X,X,X,X,X,1021,113,30557
States,District of Columbia,2019,1,X,2.59032,X,X,X,X,X,X,304,6,11736
States,Florida,2019,1,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,1,X,2.7959,X,X,X,X,X,X,1727,135,61769
States,Texas,2019,1,X,5.11093,X,X,X,X,X,X,1244,111,24340
States,New York City,2019,1,X,3.98742,X,X,X,X,X,X,3880,69,97306
States,California,2019,2,X,3.14047,X,X,X,X,X,X,1415,115,45057
States,District of Columbia,2019,2,X,2.54653,X,X,X,X,X,X,405,6,15904
States,Florida,2019,2,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,2,X,2.53648,X,X,X,X,X,X,1514,132,59689
States,Texas,2019,2,X,4.66314,X,X,X,X,X,X,1331,111,28543
States,New York City,2019,2,X,3.60217,X,X,X,X,X,X,3536,72,98163
States,California,2019,3,X,2.87537,X,X,X,X,X,X,1325,117,46081
States,District of Columbia,2019,3,X,2.57954,X,X,X,X,X,X,330,6,12793
States,Florida,2019,3,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,3,X,3.08752,X,X,X,X,X,X,1820,135,58947
States,Texas,2019,3,X,5.57504,X,X,X,X,X,X,1621,114,29076
States,New York City,2019,3,X,4.02418,X,X,X,X,X,X,4060,72,100890
States,California,2019,4,X,2.74367,X,X,X,X,X,X,1267,118,46179
States,District of Columbia,2019,4,X,2.61113,X,X,X,X,X,X,326,6,12485
States,Florida,2019,4,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,4,X,3.47274,X,X,X,X,X,X,2085,136,60039
States,Texas,2019,4,X,7.07857,X,X,X,X,X,X,2092,116,29554
States,New York City,2019,4,X,4.15906,X,X,X,X,X,X,4035,73,97017
States,California,2019,5,X,3.25349,X,X,X,X,X,X,1657,120,50930
States,District of Columbia,2019,5,X,3.19029,X,X,X,X,X,X,452,6,14168
States,Florida,2019,5,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,5,X,3.43565,X,X,X,X,X,X,2158,136,62812
States,Texas,2019,5,X,8.58413,X,X,X,X,X,X,2684,114,31267
States,New York City,2019,5,X,4.11805,X,X,X,X,X,X,4013,73,97449
States,California,2019,6,X,3.26858,X,X,X,X,X,X,1617,119,49471
States,District of Columbia,2019,6,X,3.33758,X,X,X,X,X,X,524,6,15700
States,Florida,2019,6,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,6,X,3.87097,X,X,X,X,X,X,2676,135,69130
States,Texas,2019,6,X,10.165,X,X,X,X,X,X,3363,116,33084
States,New York City,2019,6,X,4.15394,X,X,X,X,X,X,4285,76,103155
States,California,2019,7,X,3.77301,X,X,X,X,X,X,1726,113,45746
States,District of Columbia,2019,7,X,3.50693,X,X,X,X,X,X,534,6,15227
States,Florida,2019,7,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,7,X,4.53822,X,X,X,X,X,X,3024,134,66634
States,Texas,2019,7,X,10.203,X,X,X,X,X,X,3277,117,32118
States,New York City,2019,7,X,4.1483,X,X,X,X,X,X,4122,74,99366
States,California,2019,8,X,3.40884,X,X,X,X,X,X,1562,118,45822
States,District of Columbia,2019,8,X,3.24409,X,X,X,X,X,X,372,6,11467
States,Florida,2019,8,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,8,X,4.04967,X,X,X,X,X,X,2335,135,57659
States,Texas,2019,8,X,9.24004,X,X,X,X,X,X,2912,117,31515
States,New York City,2019,8,X,3.84501,X,X,X,X,X,X,3737,77,97191
States,California,2019,9,X,3.59746,X,X,X,X,X,X,1856,117,51592
States,District of Columbia,2019,9,X,2.65689,X,X,X,X,X,X,406,6,15281
States,Florida,2019,9,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,9,X,3.24017,X,X,X,X,X,X,1979,134,61077
States,Texas,2019,9,X,9.54986,X,X,X,X,X,X,3055,117,31990
States,New York City,2019,9,X,2.89997,X,X,X,X,X,X,2819,77,97208
States,California,2019,10,X,3.52475,X,X,X,X,X,X,1804,116,51181
States,District of Columbia,2019,10,X,2.69138,X,X,X,X,X,X,411,6,15271
States,Florida,2019,10,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,10,X,3.18586,X,X,X,X,X,X,2035,135,63876
States,Texas,2019,10,X,8.72284,X,X,X,X,X,X,2734,119,31343
States,New York City,2019,10,X,2.89249,X,X,X,X,X,X,2801,73,96837
States,California,2019,11,X,3.36917,X,X,X,X,X,X,1708,114,50695
States,District of Columbia,2019,11,X,2.83447,X,X,X,X,X,X,443,6,15629
States,Florida,2019,11,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,11,X,3.2431,X,X,X,X,X,X,2105,138,64907
States,Texas,2019,11,X,7.81343,X,X,X,X,X,X,2109,116,26992
States,New York City,2019,11,X,2.80425,X,X,X,X,X,X,2896,78,103272
States,California,2019,12,X,3.48291,X,X,X,X,X,X,1699,117,48781
States,District of Columbia,2019,12,X,2.72061,X,X,X,X,X,X,427,6,15695
States,Florida,2019,12,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,12,X,3.26153,X,X,X,X,X,X,2038,137,62486
States,Texas,2019,12,X,5.79463,X,X,X,X,X,X,1764,119,30442
States,New York City,2019,12,X,2.24634,X,X,X,X,X,X,2714,69,120819
States,California,2019,13,X,2.96381,X,X,X,X,X,X,1371,116,46258
States,District of Columbia,2019,13,X,2.64005,X,X,X,X,X,X,402,6,15227
States,Florida,2019,13,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,13,X,2.7518,X,X,X,X,X,X,1751,137,63631
States,Texas,2019,13,X,4.89506,X,X,X,X,X,X,1411,114,28825
States,New York City,2019,13,X,2.49381,X,X,X,X,X,X,2537,70,101732
States,California,2019,14,X,2.9268,X,X,X,X,X,X,1329,114,45408
States,District of Columbia,2019,14,X,0.88734,X,X,X,X,X,X,112,5,12622
States,Florida,2019,14,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,14,X,2.74644,X,X,X,X,X,X,1699,136,61862
States,Texas,2019,14,X,4.40566,X,X,X,X,X,X,1232,116,27964
States,New York City,2019,14,X,2.48797,X,X,X,X,X,X,2471,71,99318
States,California,2019,15,X,2.40137,X,X,X,X,X,X,1165,112,48514
States,District of Columbia,2019,15,X,2.10634,X,X,X,X,X,X,309,6,14670
States,Florida,2019,15,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,15,X,2.08497,X,X,X,X,X,X,1301,136,62399
States,Texas,2019,15,X,3.94129,X,X,X,X,X,X,1152,118,29229
States,New York City,2019,15,X,2.36254,X,X,X,X,X,X,2196,36,92951
States,California,2019,16,X,2.27985,X,X,X,X,X,X,1084,102,47547
States,District of Columbia,2019,16,X,1.44346,X,X,X,X,X,X,198,6,13717
States,Florida,2019,16,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,16,X,1.76591,X,X,X,X,X,X,1027,135,58157
States,Texas,2019,16,X,3.42261,X,X,X,X,X,X,929,114,27143
States,New York City,2019,16,X,2.12248,X,X,X,X,X,X,1918,39,90366
States,California,2019,17,X,2.02365,X,X,X,X,X,X,972,112,48032
States,District of Columbia,2019,17,X,1.81048,X,X,X,X,X,X,265,6,14637
States,Florida,2019,17,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,17,X,1.26076,X,X,X,X,X,X,753,136,59726
States,Texas,2019,17,X,2.70961,X,X,X,X,X,X,657,98,24247
States,New York City,2019,17,X,1.80067,X,X,X,X,X,X,1554,35,86301
States,California,2019,18,X,1.62147,X,X,X,X,X,X,702,92,43294
States,District of Columbia,2019,18,X,1.81989,X,X,X,X,X,X,252,5,13847
States,Florida,2019,18,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,18,X,1.15328,X,X,X,X,X,X,656,133,56881
States,Texas,2019,18,X,2.55929,X,X,X,X,X,X,722,114,28211
States,New York City,2019,18,X,1.69427,X,X,X,X,X,X,1523,38,89891
States,California,2019,19,X,1.8175,X,X,X,X,X,X,771,88,42421
States,District of Columbia,2019,19,X,1.79616,X,X,X,X,X,X,258,6,14364
States,Florida,2019,19,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,19,X,0.897742,X,X,X,X,X,X,512,130,57032
States,Texas,2019,19,X,2.50535,X,X,X,X,X,X,620,103,24747
States,New York City,2019,19,X,1.57645,X,X,X,X,X,X,1434,37,90964
States,California,2019,20,X,1.63414,X,X,X,X,X,X,674,88,41245
States,District of Columbia,2019,20,X,1.57009,X,X,X,X,X,X,223,6,14203
States,Florida,2019,20,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,20,X,0.834468,X,X,X,X,X,X,374,130,44819
States,Texas,2019,20,X,2.50115,X,X,X,X,X,X,597,105,23869
States,New York City,2019,20,X,1.60226,X,X,X,X,X,X,1437,37,89686
States,California,2019,21,X,1.54355,X,X,X,X,X,X,616,79,39908
States,District of Columbia,2019,21,X,1.84905,X,X,X,X,X,X,257,6,13899
States,Florida,2019,21,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,21,X,0.898427,X,X,X,X,X,X,517,129,57545
States,Texas,2019,21,X,2.894,X,X,X,X,X,X,507,66,17519
States,New York City,2019,21,X,1.74797,X,X,X,X,X,X,1592,36,91077
States,California,2019,22,X,1.68956,X,X,X,X,X,X,620,80,36696
States,District of Columbia,2019,22,X,1.6144,X,X,X,X,X,X,192,6,11893
States,Florida,2019,22,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,22,X,0.918154,X,X,X,X,X,X,513,129,55873
States,Texas,2019,22,X,2.2191,X,X,X,X,X,X,442,99,19918
States,New York City,2019,22,X,1.70254,X,X,X,X,X,X,1526,35,89631
States,California,2019,23,X,1.53268,X,X,X,X,X,X,579,76,37777
States,District of Columbia,2019,23,X,1.71763,X,X,X,X,X,X,232,6,13507
States,Florida,2019,23,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,23,X,0.799564,X,X,X,X,X,X,455,126,56906
States,Texas,2019,23,X,2.20845,X,X,X,X,X,X,474,95,21463
States,New York City,2019,23,X,1.71128,X,X,X,X,X,X,1686,73,98523
States,California,2019,24,X,1.44924,X,X,X,X,X,X,570,73,39331
States,District of Columbia,2019,24,X,1.41348,X,X,X,X,X,X,186,6,13159
States,Florida,2019,24,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,24,X,0.668978,X,X,X,X,X,X,384,124,57401
States,Texas,2019,24,X,2.25626,X,X,X,X,X,X,461,90,20432
States,New York City,2019,24,X,1.68487,X,X,X,X,X,X,1658,74,98405
States,California,2019,25,X,1.24964,X,X,X,X,X,X,474,76,37931
States,District of Columbia,2019,25,X,4.60551,X,X,X,X,X,X,122,2,2649
States,Florida,2019,25,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,25,X,0.729279,X,X,X,X,X,X,411,123,56357
States,Texas,2019,25,X,1.99168,X,X,X,X,X,X,407,96,20435
States,New York City,2019,25,X,1.39405,X,X,X,X,X,X,1250,35,89667
States,California,2019,26,X,1.22439,X,X,X,X,X,X,465,74,37978
States,District of Columbia,2019,26,X,1.32539,X,X,X,X,X,X,178,6,13430
States,Florida,2019,26,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,26,X,0.692452,X,X,X,X,X,X,420,124,60654
States,Texas,2019,26,X,1.93911,X,X,X,X,X,X,300,56,15471
States,New York City,2019,26,X,1.43137,X,X,X,X,X,X,1280,37,89425
States,California,2019,27,X,1.00449,X,X,X,X,X,X,329,76,32753
States,District of Columbia,2019,27,X,1.1238,X,X,X,X,X,X,121,6,10767
States,Florida,2019,27,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,27,X,0.677309,X,X,X,X,X,X,395,124,58319
States,Texas,2019,27,X,1.80349,X,X,X,X,X,X,328,94,18187
States,New York City,2019,27,X,1.23829,X,X,X,X,X,X,1081,35,87298
States,California,2019,28,X,0.899837,X,X,X,X,X,X,343,76,38118
States,District of Columbia,2019,28,X,1.15414,X,X,X,X,X,X,149,6,12910
States,Florida,2019,28,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,28,X,0.606159,X,X,X,X,X,X,374,124,61700
States,Texas,2019,28,X,1.63544,X,X,X,X,X,X,254,58,15531
States,New York City,2019,28,X,1.06354,X,X,X,X,X,X,951,34,89418
States,California,2019,29,X,0.911741,X,X,X,X,X,X,344,76,37730
States,District of Columbia,2019,29,X,1.11538,X,X,X,X,X,X,145,6,13000
States,Florida,2019,29,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,29,X,0.49329,X,X,X,X,X,X,297,124,60208
States,Texas,2019,29,X,1.35155,X,X,X,X,X,X,281,96,20791
States,New York City,2019,29,X,1.06505,X,X,X,X,X,X,929,37,87226
States,California,2019,30,X,0.898999,X,X,X,X,X,X,345,74,38376
States,District of Columbia,2019,30,X,0.951294,X,X,X,X,X,X,125,6,13140
States,Florida,2019,30,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,30,X,0.510265,X,X,X,X,X,X,298,124,58401
States,Texas,2019,30,X,1.58026,X,X,X,X,X,X,317,94,20060
States,New York City,2019,30,X,1.01044,X,X,X,X,X,X,863,32,85408
States,California,2019,31,X,0.834614,X,X,X,X,X,X,315,75,37742
States,District of Columbia,2019,31,X,0.978261,X,X,X,X,X,X,126,6,12880
States,Florida,2019,31,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,31,X,0.496411,X,X,X,X,X,X,296,124,59628
States,Texas,2019,31,X,1.3381,X,X,X,X,X,X,281,94,21000
States,New York City,2019,31,X,1.14857,X,X,X,X,X,X,973,31,84714
States,California,2019,32,X,0.99623,X,X,X,X,X,X,370,71,37140
States,District of Columbia,2019,32,X,0.274387,X,X,X,X,X,X,29,5,10569
States,Florida,2019,32,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,32,X,0.582389,X,X,X,X,X,X,317,124,54431
States,Texas,2019,32,X,1.18368,X,X,X,X,X,X,253,93,21374
States,New York City,2019,32,X,1.08093,X,X,X,X,X,X,906,29,83817
States,California,2019,33,X,0.816787,X,X,X,X,X,X,311,70,38076
States,District of Columbia,2019,33,X,1.05589,X,X,X,X,X,X,140,6,13259
States,Florida,2019,33,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,33,X,0.487924,X,X,X,X,X,X,279,124,57181
States,Texas,2019,33,X,0.879297,X,X,X,X,X,X,198,89,22518
States,New York City,2019,33,X,1.15205,X,X,X,X,X,X,1063,66,92270
States,California,2019,34,X,0.782927,X,X,X,X,X,X,310,73,39595
States,District of Columbia,2019,34,X,0.997162,X,X,X,X,X,X,130,6,13037
States,Florida,2019,34,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,34,X,0.492445,X,X,X,X,X,X,278,124,56453
States,Texas,2019,34,X,1.26906,X,X,X,X,X,X,298,92,23482
States,New York City,2019,34,X,0.971586,X,X,X,X,X,X,808,27,83163
States,California,2019,35,X,1.00916,X,X,X,X,X,X,413,70,40925
States,District of Columbia,2019,35,X,1.12517,X,X,X,X,X,X,153,6,13598
States,Florida,2019,35,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,35,X,0.51099,X,X,X,X,X,X,282,124,55187
States,Texas,2019,35,X,1.84147,X,X,X,X,X,X,450,94,24437
States,New York City,2019,35,X,1.09665,X,X,X,X,X,X,943,57,85989
States,California,2019,36,X,1.01946,X,X,X,X,X,X,385,73,37765
States,District of Columbia,2019,36,X,1.03006,X,X,X,X,X,X,122,6,11844
States,Florida,2019,36,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,36,X,0.53943,X,X,X,X,X,X,302,125,55985
States,Texas,2019,36,X,1.90786,X,X,X,X,X,X,451,95,23639
States,New York City,2019,36,X,1.10079,X,X,X,X,X,X,1004,66,91207
States,California,2019,37,X,1.11862,X,X,X,X,X,X,480,78,42910
States,District of Columbia,2019,37,X,1.53264,X,X,X,X,X,X,227,6,14811
States,Florida,2019,37,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,37,X,0.71377,X,X,X,X,X,X,415,125,58142
States,Texas,2019,37,X,2.14503,X,X,X,X,X,X,549,96,25594
States,New York City,2019,37,X,1.35163,X,X,X,X,X,X,1317,66,97438
States,California,2019,38,X,1.14106,X,X,X,X,X,X,480,78,42066
States,District of Columbia,2019,38,X,1.3764,X,X,X,X,X,X,199,5,14458
States,Florida,2019,38,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,38,X,0.853393,X,X,X,X,X,X,502,125,58824
States,Texas,2019,38,X,1.83876,X,X,X,X,X,X,390,81,21210
States,New York City,2019,38,X,1.81431,X,X,X,X,X,X,1746,67,96235
States,California,2019,39,X,1.13509,X,X,X,X,X,X,485,78,42728
States,District of Columbia,2019,39,X,1.83368,X,X,X,X,X,X,271,5,14779
States,Florida,2019,39,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,39,X,0.952203,X,X,X,X,X,X,561,124,58916
States,Texas,2019,39,X,2.08464,X,X,X,X,X,X,530,94,25424
States,New York City,2019,39,X,1.72784,X,X,X,X,X,X,1724,69,99778
States,California,2019,40,X,1.36062,X,X,X,X,X,X,770,119,56592
States,District of Columbia,2019,40,X,0.563736,X,X,X,X,X,X,67,4,11885
States,Florida,2019,40,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,40,X,0.865685,X,X,X,X,X,X,518,131,59837
States,Texas,2019,40,X,2.1399,X,X,X,X,X,X,640,115,29908
States,New York City,2019,40,X,1.56645,X,X,X,X,X,X,1543,80,98503
States,California,2019,41,X,1.51557,X,X,X,X,X,X,830,115,54765
States,District of Columbia,2019,41,X,1.47099,X,X,X,X,X,X,215,5,14616
States,Florida,2019,41,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,41,X,1.00583,X,X,X,X,X,X,587,135,58360
States,Texas,2019,41,X,2.54297,X,X,X,X,X,X,759,116,29847
States,New York City,2019,41,X,1.49829,X,X,X,X,X,X,1443,76,96310
States,California,2019,42,X,1.63204,X,X,X,X,X,X,898,119,55023
States,District of Columbia,2019,42,X,1.60263,X,X,X,X,X,X,224,5,13977
States,Florida,2019,42,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,42,X,1.09797,X,X,X,X,X,X,622,136,56650
States,Texas,2019,42,X,2.55285,X,X,X,X,X,X,768,119,30084
States,New York City,2019,42,X,1.61493,X,X,X,X,X,X,1569,75,97156
States,California,2019,43,X,1.73687,X,X,X,X,X,X,988,117,56884
States,District of Columbia,2019,43,X,1.66477,X,X,X,X,X,X,234,5,14056
States,Florida,2019,43,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,43,X,1.03963,X,X,X,X,X,X,626,138,60214
States,Texas,2019,43,X,3.23872,X,X,X,X,X,X,987,117,30475
States,New York City,2019,43,X,1.81585,X,X,X,X,X,X,1798,74,99017
States,California,2019,44,X,1.86748,X,X,X,X,X,X,1016,120,54405
States,District of Columbia,2019,44,X,1.75464,X,X,X,X,X,X,246,5,14020
States,Florida,2019,44,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,44,X,1.23284,X,X,X,X,X,X,712,138,57753
States,Texas,2019,44,X,3.70212,X,X,X,X,X,X,1124,121,30361
States,New York City,2019,44,X,2.00445,X,X,X,X,X,X,1965,73,98032
States,California,2019,45,X,2.19393,X,X,X,X,X,X,1258,124,57340
States,District of Columbia,2019,45,X,1.87777,X,X,X,X,X,X,275,5,14645
States,Florida,2019,45,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,45,X,1.29974,X,X,X,X,X,X,734,137,56473
States,Texas,2019,45,X,4.73487,X,X,X,X,X,X,1501,116,31701
States,New York City,2019,45,X,2.31827,X,X,X,X,X,X,2302,76,99298
States,California,2019,46,X,2.44212,X,X,X,X,X,X,1481,125,60644
States,District of Columbia,2019,46,X,1.79881,X,X,X,X,X,X,238,5,13231
States,Florida,2019,46,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,46,X,1.37191,X,X,X,X,X,X,763,136,55616
States,Texas,2019,46,X,4.78979,X,X,X,X,X,X,1456,111,30398
States,New York City,2019,46,X,2.37719,X,X,X,X,X,X,2318,71,97510
States,California,2019,47,X,2.39551,X,X,X,X,X,X,1536,122,64120
States,District of Columbia,2019,47,X,2.14897,X,X,X,X,X,X,324,5,15077
States,Florida,2019,47,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,47,X,1.44615,X,X,X,X,X,X,826,135,57117
States,Texas,2019,47,X,6.49962,X,X,X,X,X,X,2114,114,32525
States,New York City,2019,47,X,2.52914,X,X,X,X,X,X,2602,74,102881
States,California,2019,48,X,2.74306,X,X,X,X,X,X,1205,122,43929
States,District of Columbia,2019,48,X,2.63357,X,X,X,X,X,X,279,5,10594
States,Florida,2019,48,X,X,X,X,X,X,X,X,X,X,X
States,New York,2019,48,X,1.97264,X,X,X,X,X,X,998,135,50592
States,Texas,2019,48,X,7.33775,X,X,X,X,X,X,1783,117,24299
States,New York City,2019,48,X,3.12113,X,X,X,X,X,X,2895,76,92755
States,California,2019,49,X,2.71881,X,X,X,X,X,X,1697,125,62417
States,District of Columbia,2019,49,X,1.56758,X,X,X,X,X,X,193,4,12312
